-BEGIN HEADER-,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST,,,,,,,
Location: latitude  39.3392   longitude -95.7218 ,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 339.46 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
parameter(s): ,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,T2M,WS10M
2006,7,13,7.74,22.63,72.8,29.02,3.33
2006,7,14,7.92,0.11,69.32,28.79,2.54
2006,7,15,8.28,0,59.46,29.16,1.99
2006,7,16,7.87,0,56.58,31.1,4.27
2006,7,17,7.76,0,52.54,32.47,5.03
2006,7,18,7.47,0,55.69,29.59,3.55
2006,7,19,7.43,0,51.71,33.28,5.15
2006,7,20,6.92,13.15,60.9,29.97,4.75
2006,7,21,4.73,8.4,70.42,22.63,5
2006,7,22,7.61,0,55.92,23.31,3.56
2006,7,23,8.02,0,52.02,25.25,2.18
2006,7,24,7.73,0,47.18,26.84,4.52
2006,7,25,7.04,0.14,48.33,29.93,6.79
2006,7,26,7.13,0.04,51.29,31.09,4.64
2006,7,27,2.73,3.64,64.86,28.06,2.28
2006,7,28,7.3,0,64.19,29.23,3.69
2006,7,29,7.56,0,51.4,31.79,5.14
2006,7,30,7.72,0,45.74,32.27,6.18
2006,7,31,7.79,0.04,43.5,32.64,7.8
2006,8,1,6.99,0.1,44.68,33.06,7.73
2006,8,2,4.92,16.02,60.38,28.81,5.18
2006,8,3,7.15,1.36,64.8,25.49,3.87
2006,8,4,7.54,0.05,50.94,25.69,3.95
2006,8,5,7.37,0.11,54.57,29.87,4.59
2006,8,6,7.08,1.93,49.53,32.03,3.39
2006,8,7,6.45,9.2,77.24,27.09,4.23
2006,8,8,5.98,0.5,67.73,27.98,3.92
2006,8,9,7.31,0.11,52.07,32.23,3.3
2006,8,10,3.17,2.49,51.85,31,3.03
2006,8,11,6.58,0.11,63.48,28.27,3.07
2006,8,12,6.76,0.84,60.9,28.14,3.98
2006,8,13,5.66,25.75,72.77,27.87,5.14
2006,8,14,5.35,7.26,68.66,23.16,4.26
2006,8,15,7.58,0,55.12,23,3.23
2006,8,16,4.25,9,68.9,24.71,4.98
2006,8,17,5.21,2.95,72.38,27.61,3.74
2006,8,18,2.88,23.16,78.67,26.82,2.26
2006,8,19,3.46,9.85,87.67,23.56,3.54
2006,8,20,4.91,0.01,75.69,22.48,2.47
2006,8,21,4.66,0,73.49,23.62,1.58
2006,8,22,6.82,0,63.98,24.65,2.24
2006,8,23,6.84,0.01,60.65,25.92,3.83
2006,8,24,6.45,1.89,69.29,28.09,4.8
2006,8,25,5.03,29.17,77.44,27.29,3.79
2006,8,26,2.49,23.69,87.09,22.69,3.42
2006,8,27,2.15,19.66,90.59,21.08,3.05
2006,8,28,2.57,0.6,83.83,20.11,5.12
2006,8,29,5.15,0.57,77.58,19.85,3.55
2006,8,30,6.85,0,74.15,20.07,2.49
2006,8,31,6.66,0.02,77.48,20.34,3.38
2006,9,1,5.51,0.03,76.89,20.35,2.92
2006,9,2,3.66,1.11,77.7,19.01,3.39
2006,9,3,6.69,0.03,64.33,18.76,2.31
2006,9,4,5.9,0.03,70.07,17.73,3.52
2006,9,5,6.53,0.02,64.95,19.43,3.14
2006,9,6,6.07,0,59.97,20.62,1.77
2006,9,7,6.16,0,61.45,21.34,2.6
2006,9,8,5.05,0.61,65,21.83,3.43
2006,9,9,1.41,12.87,88.21,18.93,3.51
2006,9,10,3.03,15.35,86.66,20.07,3.69
2006,9,11,1.87,1.11,86.22,18.49,3.94
2006,9,12,3.02,0,74.86,16.08,3.88
2006,9,13,6.31,0,70.47,17.68,2.38
2006,9,14,6.2,0.03,63.47,19.69,4.7
2006,9,15,5.89,0.01,60.22,21.42,7.55
2006,9,16,5.74,12.97,66.94,24.87,9.5
2006,9,17,3.93,6.33,60.81,16.97,6.04
2006,9,18,5.8,0,62.38,13,5.11
2006,9,19,6,0.02,63.43,11.89,4.38
2006,9,20,5.14,0.18,61.43,14.72,5.37
2006,9,21,0.71,16.72,79.39,16.09,10.25
2006,9,22,5.42,0.02,68.41,17.2,5.96
2006,9,23,3.98,0.9,70.43,14.59,6.09
2006,9,24,5.15,0.01,69.08,14.33,4.8
2006,9,25,5.79,0.01,60.57,16.2,3.53
2006,9,26,5.68,0,58.47,18.83,3.28
2006,9,27,3.3,0.52,70.56,15.23,5.66
2006,9,28,5.01,0,66.09,11.29,4.8
2006,9,29,3.61,0,60.02,14.93,5.07
2006,9,30,4.68,0,62.96,18.23,3.33
2006,10,1,5.05,0.04,57.4,22.27,6.69
2006,10,2,4.88,0.12,64.76,24.76,6.66
2006,10,3,5,0,57.95,25.11,6.74
2006,10,4,1.22,0.01,71.76,17.32,5.64
2006,10,5,4.73,0,69.13,15.93,3.03
2006,10,6,4.89,0,55.3,16.17,5.15
2006,10,7,4.96,0.03,54.26,18.01,5.68
2006,10,8,3.8,0.06,60.09,17.61,4.11
2006,10,9,2.52,0.04,61.09,12.87,5.49
2006,10,10,0.84,8.14,80.8,10.16,2.98
2006,10,11,2.26,0.26,68.7,6.5,5.86
2006,10,12,5.24,0,48.72,3.78,5.45
2006,10,13,5.03,0.15,46.03,4.67,5.15
2006,10,14,4.62,0.86,46.52,7.35,2.76
2006,10,15,1.38,16.99,83.96,10.87,5.45
2006,10,16,0.92,1.48,89.71,12.45,3.95
2006,10,17,1.61,0.5,85.23,14.32,3.4
2006,10,18,1.29,0.55,74.41,6.39,6.48
2006,10,19,4.55,0,68.06,4.87,2.77
2006,10,20,3.03,0.01,59.51,10.57,4.69
2006,10,21,0.56,10.9,76.7,5.18,6.57
2006,10,22,3.04,0.01,69.31,2.22,4.48
2006,10,23,4.42,0,65.95,2.56,3.35
2006,10,24,4.11,0,64.81,5.39,4.6
2006,10,25,0.73,22.62,92.96,12.13,3.49
2006,10,26,1.1,3.14,90.93,10.06,4.84
2006,10,27,3.38,6.57,75.71,8.55,7.44
2006,10,28,3.11,0,65.41,9.83,5.04
2006,10,29,4.13,0,62.34,13.28,4.58
2006,10,30,3.33,0,67.04,11.86,8.16
2006,10,31,4.02,0,56.05,1.12,5.35
2006,11,1,3.9,0,57.73,1.26,3.19
2006,11,2,3.89,0,54.9,2.03,2.91
2006,11,3,3.22,0.02,57.56,4.53,5.86
2006,11,4,3.07,0,67.44,8.14,5.3
2006,11,5,3.25,0,86.19,10.2,3.74
2006,11,6,1.04,0.07,89.45,10.2,2.59
2006,11,7,3.29,0,71.66,10.91,3.03
2006,11,8,3.5,0,74.94,14.49,4.04
2006,11,9,3.48,0.04,69.49,13.01,5.13
2006,11,10,0.79,0.65,76.61,5.15,8.35
2006,11,11,3.62,0,66.91,1.46,3.89
2006,11,12,2.08,1.45,68.37,5.35,6.89
2006,11,13,3.39,0,73.74,6.04,3.86
2006,11,14,2.29,0.01,82.28,6.31,3.84
2006,11,15,1.27,0.04,77.52,3.88,9.01
2006,11,16,2.41,0,74.4,0.77,4.02
2006,11,17,3.2,0,70.08,5.2,5.82
2006,11,18,3.36,0,76.99,0.22,3.99
2006,11,19,2.89,0,72.81,1.55,2.22
2006,11,20,2.93,0,65.47,3,3.75
2006,11,21,3.03,0,68.39,6.75,6.35
2006,11,22,3,0,81.87,7.64,3.87
2006,11,23,2.85,0,83.61,10.03,4.97
2006,11,24,2.29,0,87.98,9.78,3.41
2006,11,25,1.56,0,92.64,8.3,2.34
2006,11,26,1.72,0,84.86,14.19,5.84
2006,11,27,0.55,9.95,88.36,7.97,2.44
2006,11,28,2.41,9.24,82.56,13.67,7.96
2006,11,29,0.54,1.99,58.85,-2.71,9.08
2006,11,30,0.52,0.53,51.57,-6.47,9.13
2006,12,1,2.71,0,62.12,-4.54,4.69
2006,12,2,2.63,0.02,64.6,-3.06,5.14
2006,12,3,2.99,0.01,69.43,-7.83,4.21
2006,12,4,2.79,0,71.85,-1.67,4.23
2006,12,5,2.83,0,81.3,0.48,4.91
2006,12,6,2.84,0.04,69.11,1.58,6.06
2006,12,7,2.99,0,56.01,-8.95,5.31
2006,12,8,2.75,0,64.88,-3.92,6.26
2006,12,9,2.81,0,78.57,1.09,7.21
2006,12,10,2.55,0,81.36,3.12,7.5
2006,12,11,0.55,0.69,96.01,7.29,6.1
2006,12,12,1.64,0.08,86.63,2.99,4.41
2006,12,13,2.73,0,69.61,4.74,4.46
2006,12,14,1.72,0.01,71.68,7.68,4.74
2006,12,15,2.13,0,67.72,5.71,4.12
2006,12,16,1.41,0,86.05,9.62,5.94
2006,12,17,0.58,0,58.31,3.07,6.37
2006,12,18,2.22,0,62.48,0.09,3.72
2006,12,19,1.91,0.08,58.33,0.81,2.65
2006,12,20,0.35,23.44,94.24,5.3,5.55
2006,12,21,1.5,0.22,86.99,4.96,3.41
2006,12,22,0.61,0.12,86.99,1.98,4.25
2006,12,23,2.24,0,82.79,-0.12,4
2006,12,24,2.29,0,77.98,1.46,2.83
2006,12,25,2.57,0,77.03,-0.87,7.26
2006,12,26,2.61,0,71.93,-0.44,3.67
2006,12,27,2.2,0,70.64,3.14,5.9
2006,12,28,1.12,0.25,92.54,6.45,4.91
2006,12,29,0.92,1.02,95.45,8.99,4.95
2006,12,30,0.52,21.09,92.19,11.25,7.17
2006,12,31,0.49,2.65,84.3,1.02,7.88
2007,1,1,2.74,0,70.18,-2.25,4.2
2007,1,2,2.2,0.02,69.44,0.06,4.28
2007,1,3,2.71,0.85,70.32,2.86,7.71
2007,1,4,2.35,1.47,90.81,5.44,7.13
2007,1,5,1.47,0.89,90.58,3.17,4.65
2007,1,6,2.81,0,76.85,0.44,3.76
2007,1,7,2.18,0,72.17,-0.62,6.04
2007,1,8,2.9,0,72.26,3.04,7.5
2007,1,9,2.98,0,57.56,0.13,6.65
2007,1,10,2.92,0,65.91,3.48,9.37
2007,1,11,1.18,0,80.59,6.2,8.06
2007,1,12,1.22,0.36,63.83,-7.49,7.23
2007,1,13,0.81,1.04,68.44,-8.43,4.33
2007,1,14,0.35,8.25,81.86,-6.32,4.86
2007,1,15,2.64,0.08,78.97,-11.34,7.33
2007,1,16,3.03,0,75.91,-13.18,3.12
2007,1,17,2.21,0.07,82.24,-9.03,6.05
2007,1,18,2.96,0.04,84.03,-3.73,7
2007,1,19,2.79,0,75.75,-2.99,4.02
2007,1,20,0.76,6.94,90.24,-2.37,4
2007,1,21,0.85,2.18,91.51,-2.37,4.02
2007,1,22,1.2,0.04,89.98,-5.28,4.19
2007,1,23,2.18,0,92.42,-4.04,4.36
2007,1,24,3.11,0.02,90.67,-1.55,3.97
2007,1,25,3.19,0,91.85,-0.72,2.95
2007,1,26,3.36,0,86.35,2.17,6.61
2007,1,27,2.67,0,67.14,-4.01,7.86
2007,1,28,3.55,0,68.86,-8.9,4.98
2007,1,29,3.04,0,69.98,-2.93,6.42
2007,1,30,3.71,0,66.62,-11.31,5.58
2007,1,31,0.78,0.76,88.07,-8.59,4.38
2007,2,1,3.52,0.02,77.46,-6.13,4.33
2007,2,2,3.81,0,60.81,-11,7.3
2007,2,3,3.74,0,69.07,-11.79,4.86
2007,2,4,3.77,0,73.94,-9.77,4.43
2007,2,5,2.82,0,71.09,-7.41,3.75
2007,2,6,3.67,0,81.77,-2.06,5.8
2007,2,7,2.15,0.03,72.14,-6.41,5.06
2007,2,8,1.92,0.04,71.13,-5.98,2.83
2007,2,9,1.04,0.1,78.21,-6.56,3.6
2007,2,10,3.1,0.01,74.69,-7.39,2.31
2007,2,11,2.61,0.05,83.63,-2.06,4.73
2007,2,12,0.47,12.06,94.97,0.23,5.03
2007,2,13,1.19,2.15,82.91,-5.52,9.43
2007,2,14,3.25,0.03,80.1,-11.24,5.43
2007,2,15,4.3,0.03,79.5,-13.58,4.4
2007,2,16,1.58,2.32,91.08,-8.99,8.27
2007,2,17,3.2,0.95,83.43,-4.8,8.32
2007,2,18,4.24,0.01,83.44,-0.35,5.49
2007,2,19,4.11,1.29,83.34,3.21,6.53
2007,2,20,4.35,0,84.98,3.84,2.96
2007,2,21,4.58,0,78.11,5.71,5.39
2007,2,22,4.64,0,65.82,3.38,4.3
2007,2,23,3.34,1.29,73.61,6.93,9.13
2007,2,24,0.51,14.67,92.96,6.65,7.01
2007,2,25,1.7,0.68,75.09,-0.71,9.07
2007,2,26,4.38,0.03,68.87,-0.63,2.72
2007,2,27,4.66,0.02,77.02,0.75,3.64
2007,2,28,3.32,2.72,88.63,5.75,6.64
2007,3,1,2.81,5.14,75.36,0.89,10.04
2007,3,2,4.08,0.03,62.32,-0.81,9.7
2007,3,3,4.73,0.02,65.92,-4.12,9.21
2007,3,4,5.18,0,71.36,0.2,4.71
2007,3,5,5.06,0,69.73,4.27,5.07
2007,3,6,4.04,0,74.22,3.98,5.05
2007,3,7,3.19,0,81.65,1.16,4.54
2007,3,8,5.28,0,78.29,4.45,3.97
2007,3,9,4.3,5.3,80.79,9.54,5.13
2007,3,10,4.09,0.01,67.76,7.49,3.24
2007,3,11,1.99,0.95,78.48,9.37,3.9
2007,3,12,5.1,0,82.2,12.52,4.63
2007,3,13,4.68,0,77.45,15.44,6.34
2007,3,14,4.67,0,76.9,13.79,5.42
2007,3,15,4.32,0,71.65,6.05,5.44
2007,3,16,5.72,0,63.03,3.01,3.51
2007,3,17,4.91,0,70.96,4.38,5.12
2007,3,18,5.46,0,80.35,7.58,6.92
2007,3,19,4.9,0.02,73.87,11.83,6.3
2007,3,20,1.29,2.73,82.27,7.8,6.88
2007,3,21,1.96,3.12,83.6,18.4,9.55
2007,3,22,1.99,5.51,81.94,12.71,4.97
2007,3,23,2.5,1.77,90.73,17.63,3.85
2007,3,24,3.95,0.1,81.66,18.88,6.45
2007,3,25,4.95,0.05,72.71,19.66,9.22
2007,3,26,2.7,9.3,87.07,17.66,5.11
2007,3,27,3,3.4,88.78,16.27,3.45
2007,3,28,4.23,0.03,82.44,18.1,4.9
2007,3,29,2.86,14.72,87.49,18.95,5.36
2007,3,30,3.02,20.43,84.46,16.95,3.95
2007,3,31,3.06,9.97,78,12.7,8.44
2007,4,1,6.67,0,64.58,11.55,6.35
2007,4,2,6.34,1.88,70.66,17.26,5.88
2007,4,3,5.4,4.25,69.18,10.12,9.17
2007,4,4,7.02,0,57.79,0.89,6.78
2007,4,5,3.37,0.02,67.96,-0.91,4.5
2007,4,6,6.71,0,54.12,-1.43,8.15
2007,4,7,7.43,0,55.84,-2.78,6.15
2007,4,8,7.43,0,50.03,-0.1,3.62
2007,4,9,2.13,0.04,64.53,4.03,2.94
2007,4,10,0.82,25.61,89.66,4.96,5.11
2007,4,11,1.72,3.07,81.66,3.83,7.25
2007,4,12,4.74,0.01,72.84,4.29,3.91
2007,4,13,1.72,10.63,80.54,3.82,4.14
2007,4,14,4.7,3.8,75.75,5.75,4.02
2007,4,15,7.38,0,60.58,9.22,3.25
2007,4,16,7.23,0.01,67.28,12.58,4.6
2007,4,17,3.95,0.02,73.97,14.03,2.95
2007,4,18,7.16,0,74.95,13.93,3.36
2007,4,19,7.21,0,71.09,12.9,6.08
2007,4,20,6.78,0,76.99,16.23,6.1
2007,4,21,7.35,0,75.72,18.07,7.4
2007,4,22,4.02,0.06,73.95,17.6,9.06
2007,4,23,7.19,0.02,65.64,15.37,4.34
2007,4,24,2.08,11.58,88.34,18.16,5.95
2007,4,25,1.64,9.76,89.69,12.74,5.51
2007,4,26,2.81,1.76,73.3,10.26,6.07
2007,4,27,3.44,2.77,80.43,11.82,3.92
2007,4,28,7.77,0,67.07,16.35,4.33
2007,4,29,7.67,0,67.78,19.3,5.54
2007,4,30,6.23,0.62,79.08,20.3,5.57
2007,5,1,3.12,7.41,88.59,19.62,2.21
2007,5,2,2.83,2.75,80.26,15.53,5.16
2007,5,3,2.03,7.75,87.79,18.57,4.93
2007,5,4,4.88,1.67,83.46,20.61,5.43
2007,5,5,4.34,32.89,86.41,22.06,7.93
2007,5,6,0.58,72.61,94.68,21.38,7.16
2007,5,7,3.68,26.93,89.69,19.25,5.13
2007,5,8,5.61,0,69.29,18.41,2.13
2007,5,9,4.31,0.66,77.53,18.65,2.04
2007,5,10,6.53,0.06,73.07,21.11,1.97
2007,5,11,7.96,0.03,66.87,22.24,2.9
2007,5,12,8.07,0,66.84,22.15,2.05
2007,5,13,7.87,0,77.14,22.49,4.3
2007,5,14,7.21,5.22,77.99,22.89,6.69
2007,5,15,3.36,4.63,79.26,15.46,6.8
2007,5,16,7.79,0.01,68.32,15.4,3.64
2007,5,17,8.49,0.01,66.26,13.86,3.45
2007,5,18,8.37,0.01,69.46,15.02,4.65
2007,5,19,7.55,0,74.1,18.05,5.48
2007,5,20,6.64,0,80.12,19.38,5.36
2007,5,21,7.16,0,75.05,20.35,6.82
2007,5,22,4.45,1.28,82.18,20.44,8.45
2007,5,23,3.6,29.24,85.41,21.71,8.02
2007,5,24,4.47,10.46,77.36,17.15,5.87
2007,5,25,4.23,0.03,78.14,16.01,3.37
2007,5,26,3.56,12.08,88.6,19.86,3.64
2007,5,27,5.25,1.72,86.91,18.99,3.41
2007,5,28,4.8,2.65,85.62,20.89,5.77
2007,5,29,4.82,3.54,87.76,20.82,5.25
2007,5,30,3.08,1.02,86.17,19.33,4.39
2007,5,31,8.28,0.47,73.57,19.56,2.78
2007,6,1,5.52,21.07,89.46,18.86,3.94
2007,6,2,7.39,0.06,76.67,18.26,4.77
2007,6,3,6.91,1.28,78.32,18.95,5.63
2007,6,4,7.86,0.32,75.76,20.43,4.92
2007,6,5,8.32,0.36,68.83,18.76,3.59
2007,6,6,6.86,0,72.94,22.35,10.01
2007,6,7,6.98,1.52,70.95,23.79,9.57
2007,6,8,8.86,0,58.74,16.81,4.01
2007,6,9,8.5,0.58,67.22,19.26,3.35
2007,6,10,3.51,6.66,85.42,22.89,3.59
2007,6,11,3.74,3.3,88.06,22.56,3.77
2007,6,12,3.95,9.43,87.7,23.26,4.4
2007,6,13,4.35,6.3,84.97,22.35,3.96
2007,6,14,5.92,1.8,78.03,22.5,3.69
2007,6,15,7.14,0.12,78.83,23.81,3.45
2007,6,16,7.79,0,78.36,24.43,2.34
2007,6,17,7.3,0.03,80.14,24.07,5.78
2007,6,18,2.45,18.06,85.76,22.96,4.74
2007,6,19,8.05,0,72.86,21.98,2.7
2007,6,20,7.38,0,81.55,23.47,3.04
2007,6,21,7.75,0,82.22,24.61,4.45
2007,6,22,6.97,15.39,83.42,24.57,4.62
2007,6,23,6.98,0.79,83.42,23.88,2.74
2007,6,24,7.95,0,78.71,24.15,2.27
2007,6,25,7.68,0,81.69,25.8,4.41
2007,6,26,5.99,1.9,83.84,24.6,3.41
2007,6,27,3.32,20.53,86.68,23.13,2.33
2007,6,28,3.25,1.98,79.96,20.39,4.51
2007,6,29,2.45,3.79,89.28,19.66,4.15
2007,6,30,3.62,6.78,88.87,19.08,5.36
2007,7,1,4.65,0.14,83.27,21.31,5.42
2007,7,2,5.52,0,83.29,22.7,3.64
2007,7,3,5.81,0.03,84.2,25.02,3.04
2007,7,4,4.93,7.13,83.83,25.05,2.6
2007,7,5,8.04,0,71.48,24.91,3.14
2007,7,6,7.86,0,64.67,25.45,2.29
2007,7,7,8.13,0,71.45,25.44,5.06
2007,7,8,8.27,0,74.08,26.03,4.66
2007,7,9,5.23,1.8,83.58,25.51,2.83
2007,7,10,6.31,0.03,74.62,23.77,3.84
2007,7,11,5.54,0.01,63.8,21.04,3.41
2007,7,12,7.59,1.61,69.15,23.75,2.4
2007,7,13,8.05,0,59.54,23.38,2.14
2007,7,14,8.06,3.07,72.74,24.91,3.67
2007,7,15,7.95,0.09,63.84,25.73,2.66
2007,7,16,7.72,0.02,67.9,27.11,3.26
2007,7,17,7.84,0,68.33,27.73,4.94
2007,7,18,7.54,1.13,69.79,28.03,6.31
2007,7,19,4.72,0.87,73.46,26.39,2.7
2007,7,20,5.54,2.96,75.72,25.8,4.14
2007,7,21,5.31,0.32,71.17,23.6,5.07
2007,7,22,6.44,3.77,74.15,25.24,3.83
2007,7,23,3.54,14.46,79.45,24.63,3.34
2007,7,24,6.89,0.57,72.89,24.92,3.57
2007,7,25,6.79,0,70.54,25.33,3.93
2007,7,26,7.36,0.02,68.27,26.71,4.34
2007,7,27,6.16,2.47,69.69,27.42,3.6
2007,7,28,6.13,2.09,70.64,27.06,2.13
2007,7,29,1.71,11.92,85.25,22.88,4.07
2007,7,30,4.16,8.66,84.41,23.83,3.34
2007,7,31,4.38,5.17,80.79,23.55,3.51
2007,8,1,5.23,6.41,72.05,26.07,2.37
2007,8,2,5.47,7.04,75.91,26.47,1.29
2007,8,3,5.73,0.18,75.5,26.55,2.13
2007,8,4,7.02,0.04,72.47,28.36,6.12
2007,8,5,6.28,3.41,76.41,28.72,5.59
2007,8,6,6.9,1.6,71.81,29.85,6.07
2007,8,7,6.83,9.11,77.23,29.1,4.1
2007,8,8,5.5,32.26,86.22,27.58,5.56
2007,8,9,7.38,1.33,78.5,28.09,2.07
2007,8,10,7.35,0.09,77.32,28.41,3.79
2007,8,11,7.36,0,71.29,28.24,4.35
2007,8,12,7.22,0.19,70.72,30.18,2.56
2007,8,13,7.23,0,69.76,29.9,4.47
2007,8,14,7.14,0,60.73,30.31,4.61
2007,8,15,7.19,0,56.79,30.36,4.86
2007,8,16,4.53,7.4,66.94,29.1,3.28
2007,8,17,5.49,1.84,76.92,26.77,3.98
2007,8,18,3.81,3.73,83.25,26.07,4.51
2007,8,19,4.89,1.55,78.54,26.55,4.6
2007,8,20,5.9,0.62,75.96,28.29,3.6
2007,8,21,6.16,0.01,72.46,28.51,5.98
2007,8,22,6.07,7.58,73.6,27.23,6.35
2007,8,23,4.6,32.12,77.53,27.28,7.43
2007,8,24,3.16,15.02,86.87,21.86,3.33
2007,8,25,6.83,0,77.21,21.93,2.7
2007,8,26,5.37,0.83,76.45,23.93,5.55
2007,8,27,6.9,0.03,71.41,27.83,6.41
2007,8,28,6.77,0.43,71.67,27.37,5.52
2007,8,29,2.76,6.91,84.31,21.8,4.32
2007,8,30,6.54,0,70.77,21.32,3.21
2007,8,31,6.28,0,65.23,21.44,2.71
2007,9,1,7.02,0,63.43,21.54,2.85
2007,9,2,7.01,0,60.8,22.76,2.7
2007,9,3,6.75,0,59.3,24.38,3.36
2007,9,4,5.4,0.25,67.42,25.89,3.62
2007,9,5,4.14,0.62,79.15,24.19,4.49
2007,9,6,3.7,42.13,82.89,25.37,5.88
2007,9,7,5.73,6.98,79.88,22.88,4.17
2007,9,8,6.1,0,74.21,21.12,2.49
2007,9,9,3.48,0.01,81.08,19.18,4.01
2007,9,10,1.72,2.27,82.91,15.92,4.53
2007,9,11,6.44,0,70.85,16.44,4.05
2007,9,12,6.2,0.01,64.22,17.67,3.91
2007,9,13,6.14,0,68.61,20.43,4.95
2007,9,14,5.76,0.01,54.12,13.04,5.22
2007,9,15,3.22,0.6,72.08,10.69,3.61
2007,9,16,3.05,0.84,83.56,18.37,5.46
2007,9,17,5.43,2.08,74.81,24.44,8.98
2007,9,18,2.27,9.98,76.57,23.5,7.98
2007,9,19,4.61,1.29,79.24,22.09,3.89
2007,9,20,5.06,1.09,78.14,24.12,4.89
2007,9,21,4.5,1.49,73.57,23.71,5.9
2007,9,22,5.75,0,60.64,18.94,3.8
2007,9,23,4.65,0,72.3,23.65,5.47
2007,9,24,4.47,1.68,71.9,25.15,7.29
2007,9,25,2.79,2.22,76.28,17.26,5.03
2007,9,26,5.83,0,65.13,16.15,1.97
2007,9,27,5.62,0,60.54,18.33,3.4
2007,9,28,5.6,0.06,57.27,18.86,3.97
2007,9,29,4.25,0.03,58.42,21.51,8.09
2007,9,30,2.64,3.9,66.9,19.32,9.11
2007,10,1,5.54,0,62.52,18.02,3.89
2007,10,2,2.68,16.03,73.75,19.83,6.61
2007,10,3,5.46,0,61.22,17.15,3.45
2007,10,4,3.96,0.62,80.22,21.28,5.73
2007,10,5,4.49,0.03,76.28,24.43,7.7
2007,10,6,3.3,0.2,79.6,24.61,6.36
2007,10,7,3.22,11.38,89.3,23.37,5.61
2007,10,8,4.76,7.11,70.12,16.83,4.34
2007,10,9,5.11,0,61.78,17.52,4.2
2007,10,10,4.97,0,64.08,11.71,4.3
2007,10,11,4.81,0,72.64,10.15,2.13
2007,10,12,2.18,12.27,72.05,14.63,3.86
2007,10,13,1.34,30.92,82.15,16.49,6.63
2007,10,14,2.07,26.22,77.27,18.2,7.53
2007,10,15,1.44,3.53,83.76,14.67,5.55
2007,10,16,4.5,0,75.37,12.75,4.93
2007,10,17,0.69,33.83,95.45,16.23,6.11
2007,10,18,2.44,3.59,84.5,13.34,8.77
2007,10,19,4.63,0,67,11.88,6.13
2007,10,20,4.53,0.01,70.8,16.18,7.89
2007,10,21,2.9,0.18,75.99,14.55,7.62
2007,10,22,1.01,13.37,78.96,8.38,5.87
2007,10,23,4.17,0,70.03,10.02,4.21
2007,10,24,4.43,0.01,70.86,9.14,5.69
2007,10,25,4.45,0.01,74.92,6.67,3.21
2007,10,26,1.46,0.07,80.42,9.41,1.69
2007,10,27,4.06,0,72.25,8.18,4.23
2007,10,28,4.02,0.01,64.83,6.78,3.48
2007,10,29,3.79,0,77.69,10.8,4.94
2007,10,30,3.67,0,78.75,13.22,7.46
2007,10,31,3.29,0,67.55,8.46,5.84
2007,11,1,4.19,0,62.74,5.59,3.25
2007,11,2,3.73,0,68.3,6.78,4.04
2007,11,3,3.65,0,64.33,6.16,3.63
2007,11,4,3.75,0,68.06,9.88,3.76
2007,11,5,3.71,0,65,7.35,7.64
2007,11,6,3.77,0,64.25,1.49,3.59
2007,11,7,3.53,0,63.82,4.48,5.61
2007,11,8,3.09,0,73.44,7.65,2.79
2007,11,9,3.46,0,73.92,7.23,2.44
2007,11,10,2.45,0,83.9,9.46,5.51
2007,11,11,1.11,0.02,89.57,16.11,5.25
2007,11,12,0.92,0.23,74.2,10.38,4.36
2007,11,13,3.15,0,71.24,8.93,3.7
2007,11,14,2.03,0,55.62,7.39,7.19
2007,11,15,3.52,0,63.13,2.91,4.82
2007,11,16,3.37,0,61.21,6.52,5.11
2007,11,17,3.2,0,68.85,9.16,2.35
2007,11,18,2.17,0.01,85.82,7.75,4.4
2007,11,19,3.05,0,85.3,13.62,6.06
2007,11,20,1.53,0.34,86.06,12.06,7.17
2007,11,21,0.64,0.76,74.23,-0.24,9.19
2007,11,22,2.03,0,77.49,-4.71,4.18
2007,11,23,2.29,0.26,75.91,-3.34,2.36
2007,11,24,1.4,0.86,85.51,-0.79,3.25
2007,11,25,3,0,78.27,0.85,3.07
2007,11,26,2.85,0,82.06,0.63,3.98
2007,11,27,2.36,0,78.19,2.18,4.28
2007,11,28,2.04,0,74.45,2.93,6.42
2007,11,29,2.95,0,66.81,0.16,4.82
2007,11,30,2.09,0.02,67.68,-2.53,5.04
2007,12,1,0.41,15.76,90.35,6.58,9.55
2007,12,2,2.04,0.3,71.33,-1.99,7.61
2007,12,3,2.67,0.03,68.14,-0.58,4.99
2007,12,4,2.57,0,76.68,4.04,3.24
2007,12,5,1.34,0,76.24,-1.68,6.26
2007,12,6,0.3,6.45,88.03,-2.58,3.76
